,id_student,code_module,code_presentation,score_CMA,score_Exam,score_TMA,valid_submission,late_submission,weighted_score,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_clickSum,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
24930,629400,4,3,0,0,82.24,4,0,82.24,1,6,0,8,0,0,11,0,1307,0,0,0,0,102,0,258,0,11,699,0,48,0,0,128,0,22,0,14,25,1
24931,629535,4,3,0,0,92.6,4,0,92.6,1,1,1,9,0,0,5,0,606,0,0,0,0,14,0,125,0,1,179,0,128,1,0,82,0,28,0,25,23,1
24932,629642,4,3,0,0,87.2,4,0,87.2,1,4,2,10,1,0,11,0,4904,0,0,0,0,2277,0,842,0,11,1047,0,410,0,0,192,0,18,0,19,88,1
24934,629862,4,3,0,0,87.72,4,0,87.72,1,11,2,5,0,0,0,0,1198,0,0,0,0,284,0,209,0,6,438,0,120,0,0,76,0,19,0,29,17,1
24935,630105,4,3,0,0,75.68,4,0,75.68,1,6,2,7,0,0,11,0,1533,0,0,0,0,117,0,170,0,6,936,0,160,0,0,105,0,9,0,8,22,1
24936,630106,4,3,0,0,78.84,3,1,78.84,1,0,0,3,0,0,11,0,3720,0,0,0,0,1954,0,432,0,12,694,0,326,3,0,125,0,28,0,69,77,1
24937,630519,4,3,0,0,89.08,4,0,89.08,1,1,1,4,0,0,5,0,1704,0,0,0,0,651,0,390,0,0,301,0,63,0,0,196,0,48,0,45,10,1
24938,630541,4,3,0,0,87.24,4,0,87.24,1,5,2,0,0,0,11,0,2913,0,1,0,0,815,0,475,0,6,877,0,470,0,0,147,0,13,0,32,77,1
24939,631113,4,3,0,0,79.24,4,0,79.24,1,6,1,5,0,0,5,0,928,0,0,0,0,11,0,126,0,1,596,0,154,0,0,9,0,7,0,0,24,1
24941,632626,4,3,0,0,87.2,1,3,87.2,1,7,0,2,1,0,11,0,2414,0,0,0,0,272,0,344,0,17,1160,0,278,0,0,186,0,65,0,62,30,1
24942,632635,4,3,0,0,61.68,3,0,61.68,0,6,2,0,0,0,5,0,1350,0,1,0,0,400,0,147,0,3,585,0,19,0,0,117,0,24,0,35,19,1
24943,632950,4,3,0,0,92.84,4,0,92.84,1,4,0,6,0,0,0,0,3087,0,0,0,0,297,0,505,0,17,1733,0,294,0,0,150,0,7,0,21,63,1
24944,633824,4,3,0,0,93.24,4,0,93.24,1,1,0,6,0,0,5,1,6183,0,1,0,0,3243,0,932,0,6,1039,0,631,1,0,182,0,12,0,49,87,1
24945,633914,4,3,0,0,87.16,4,0,87.16,0,1,0,4,0,0,5,0,2821,0,0,0,0,953,0,373,0,5,691,0,481,0,0,228,0,7,0,58,25,1
24946,634094,4,3,0,0,81.92,2,2,81.92,0,11,0,9,0,0,5,0,714,0,0,0,0,151,0,132,0,0,44,0,263,0,0,84,0,3,0,23,14,1
24947,634367,4,3,0,0,92.16,4,0,92.16,1,11,0,7,1,1,0,0,5233,0,0,0,0,2198,0,1037,0,1,929,0,687,6,0,68,0,79,0,133,95,1
24948,634552,4,3,0,0,85.84,4,0,85.84,1,7,0,7,0,0,5,0,603,0,0,0,0,64,0,160,0,0,197,0,103,0,0,26,0,4,0,26,23,1
24949,634721,4,3,0,0,70.4,1,3,70.4,1,6,0,6,0,0,5,0,1403,0,1,0,0,26,0,163,0,3,672,0,245,0,0,217,0,23,0,41,12,1
24950,634776,4,3,0,0,85.6,3,1,85.6,1,1,0,6,0,0,11,0,2000,0,0,0,0,427,0,279,0,0,689,0,294,0,0,140,0,85,0,45,41,1
24951,634879,4,3,0,0,92.72,4,0,92.72,1,3,0,4,1,0,11,0,3102,0,0,0,0,120,0,319,0,1,2019,0,334,1,0,174,0,37,0,58,39,1
24952,634940,4,3,0,0,89.72,4,0,89.72,1,7,0,9,0,0,5,0,1369,0,0,0,0,76,0,182,0,0,847,0,129,0,0,66,0,13,0,15,41,1
24954,635325,4,3,0,0,75.48,3,1,75.48,1,0,2,4,0,0,0,0,1729,0,0,0,0,545,0,141,0,0,539,0,324,0,0,147,0,7,0,11,15,1
24955,635564,4,3,0,0,87.44,4,0,87.44,1,5,2,7,0,0,5,0,1413,0,0,0,0,168,0,263,0,2,533,0,187,0,0,194,0,42,0,7,17,1
24956,635720,4,3,0,0,82.24,3,1,82.24,1,9,0,4,0,0,0,0,1524,0,0,0,0,151,0,248,0,1,763,0,227,0,0,81,0,4,0,8,41,1
24957,635953,4,3,0,0,93.52,4,0,93.52,1,0,0,4,0,0,5,0,2043,0,0,0,0,241,0,374,0,0,874,0,354,0,0,141,0,11,0,13,35,1
24958,636124,4,3,0,0,94.04,4,0,94.04,1,1,4,5,1,0,5,0,3007,0,0,0,0,323,0,613,0,0,1031,0,638,1,0,198,0,17,0,92,94,1
24959,636443,4,3,0,0,77.32,3,1,77.32,1,4,0,5,0,0,11,0,1138,0,0,0,0,82,0,199,0,0,478,0,173,0,0,110,0,83,0,1,12,1
24960,636467,4,3,0,0,82.64,4,0,82.64,1,3,0,5,1,0,5,0,1857,0,0,0,0,259,0,289,0,3,844,0,294,0,0,77,0,25,0,23,43,1
24961,636996,4,3,0,0,91.04,4,0,91.04,1,6,0,5,0,0,11,1,2660,0,0,0,0,621,0,306,0,6,1144,0,217,4,0,198,0,49,0,86,29,1
24962,637123,4,3,0,0,95.6,4,0,95.6,1,10,0,8,0,0,5,0,2401,0,0,0,0,913,0,476,0,7,569,0,195,0,0,184,0,12,0,11,34,1
24963,637401,4,3,0,0,94.44,4,0,94.44,1,8,1,8,1,0,5,0,2404,0,0,0,0,459,0,403,0,18,694,0,644,0,0,80,0,15,0,42,49,1
24964,637528,4,3,0,0,12.16,0,1,12.16,1,3,0,3,1,0,5,0,662,0,5,0,0,81,0,125,0,5,242,0,0,2,0,154,0,5,0,31,12,0
24965,637624,4,3,0,0,64.68,4,0,64.68,1,6,1,8,0,0,22,0,775,0,0,0,0,133,0,115,0,1,290,0,71,0,0,96,0,22,0,37,10,1
24966,638018,4,3,0,0,95.72,4,0,95.72,1,8,0,2,0,0,5,0,1003,0,0,0,0,93,0,181,0,6,319,0,210,0,0,109,0,14,0,42,29,1
24967,638257,4,3,0,0,57.92,2,1,57.92,1,0,0,2,0,0,5,0,600,0,0,0,0,63,0,139,0,5,318,0,22,1,0,4,0,7,0,16,25,0
24968,638604,4,3,0,0,81.08,4,0,81.08,1,6,2,6,0,0,11,0,3723,0,0,0,0,1261,0,571,0,0,1130,0,370,0,0,268,0,29,0,11,83,1
24969,638970,4,3,0,0,55.08,4,0,55.08,1,0,0,3,0,0,5,0,434,0,0,0,0,127,0,80,0,0,118,0,0,0,0,85,0,4,0,14,6,1
24970,639012,4,3,0,0,71.24,3,1,71.24,0,5,0,7,0,0,22,0,2108,0,0,0,0,520,0,421,0,2,701,0,211,2,0,95,0,27,0,50,79,1
24971,639194,4,3,0,0,87.16,4,0,87.16,1,6,0,6,1,0,17,0,1667,0,0,0,0,203,0,288,0,2,780,0,166,0,0,157,0,12,0,22,37,1
24972,639243,4,3,0,0,53,3,0,53,1,3,0,7,0,0,5,0,1012,0,0,0,0,122,0,214,0,5,509,0,5,0,0,101,0,4,0,35,17,0
24973,639253,4,3,0,0,88.72,3,1,88.72,0,8,1,7,0,0,5,0,1815,0,0,0,0,123,0,201,0,0,858,0,472,0,0,87,0,28,0,19,27,1
24974,640109,4,3,0,0,9.44,1,0,9.44,1,3,3,9,1,0,11,0,396,0,0,0,0,55,0,75,0,5,141,0,0,0,0,110,0,0,0,5,5,0
24975,640307,4,3,0,0,78.4,3,1,78.4,1,6,2,4,0,0,5,0,1330,0,0,0,0,388,0,287,0,3,374,0,85,0,0,96,0,49,0,6,42,0
24976,640439,4,3,0,0,52.04,3,0,52.04,1,2,0,2,0,0,5,0,1411,0,0,0,0,22,0,157,0,0,930,0,0,1,0,224,0,22,0,41,14,1
24978,641116,4,3,0,0,97.04,4,0,97.04,1,8,2,6,1,0,5,0,1533,0,0,0,0,292,0,257,0,8,673,0,158,0,0,75,0,5,0,20,45,1
24979,641195,4,3,0,0,32.16,2,0,32.16,1,7,2,2,0,0,5,0,308,0,0,0,0,0,0,52,0,0,105,0,0,0,0,128,0,3,0,12,8,0
24980,641200,4,3,0,0,93.8,4,0,93.8,1,6,1,1,0,0,5,0,4234,0,0,0,0,1588,0,1042,0,4,872,0,379,2,0,207,0,23,0,51,66,1
24981,641566,4,3,0,0,95.24,4,0,95.24,1,8,2,6,0,0,5,0,1059,0,0,0,0,154,0,156,0,0,275,0,368,0,0,1,0,19,0,57,29,1
24982,641569,4,3,0,0,87.04,3,1,87.04,1,6,2,5,1,0,17,0,2219,0,0,0,0,214,0,428,0,7,1066,0,177,0,0,168,0,18,0,58,83,1
24984,641881,4,3,0,0,10.4,0,1,10.4,1,3,2,1,0,0,5,1,273,0,0,0,0,2,0,59,0,0,202,0,0,0,0,5,0,0,0,1,4,0
24985,641899,4,3,0,0,87,3,1,87,1,9,2,2,0,0,0,0,1474,0,0,0,0,94,0,186,0,1,737,0,269,0,0,107,0,61,0,5,14,1
24986,642066,4,3,0,0,38.48,2,1,38.48,1,9,0,1,0,0,11,0,355,0,0,0,0,0,0,32,0,0,196,0,0,0,0,110,0,4,0,9,4,0
24987,642342,4,3,0,0,90.48,4,0,90.48,1,10,0,5,0,0,5,0,4306,0,0,0,0,249,0,239,0,44,3140,0,395,0,0,128,0,28,0,46,37,1
24990,642591,4,3,0,0,88.04,4,0,88.04,1,0,2,6,1,0,5,0,4196,0,0,0,0,1564,0,873,0,9,814,0,756,0,0,6,0,48,0,61,65,1
24991,642656,4,3,0,0,94.24,4,0,94.24,1,9,0,1,0,0,5,0,3977,0,1,0,0,1211,0,1040,0,9,935,0,421,2,0,177,0,28,0,79,74,1
24992,642839,4,3,0,0,63.76,3,1,63.76,0,11,2,0,0,0,22,0,1185,0,0,0,0,69,0,193,0,1,607,0,53,0,0,233,0,5,0,7,17,0
24993,643077,4,3,0,0,94.36,4,0,94.36,1,12,0,5,1,0,5,0,1761,0,0,0,0,262,0,388,0,4,669,0,158,1,0,166,0,24,0,17,72,1
24994,643118,4,3,0,0,94.76,4,0,94.76,1,8,1,4,0,0,5,0,5428,0,0,0,0,1931,0,900,0,25,1373,0,839,1,0,167,0,26,0,45,121,1
24995,643168,4,3,0,0,66.44,4,0,66.44,1,5,0,0,0,0,17,0,921,0,0,0,0,112,0,186,0,0,361,0,112,0,0,66,0,3,0,26,55,1
24996,643267,4,3,0,0,65.28,4,0,65.28,1,10,0,9,0,0,5,0,1920,0,0,0,0,271,0,298,0,12,937,0,202,0,0,108,0,40,0,12,40,1
24997,643270,4,3,0,0,84.68,3,1,84.68,1,11,2,3,0,0,5,0,1244,0,0,0,0,164,0,160,0,1,441,0,256,0,0,173,0,4,0,7,38,1
24999,643404,4,3,0,0,59.12,3,0,59.12,0,6,1,3,0,0,5,0,737,0,0,0,0,95,0,106,0,0,360,0,62,0,0,88,0,5,0,14,7,0
25000,643416,4,3,0,0,86.04,3,1,86.04,1,0,0,2,0,0,11,0,1492,0,0,0,0,139,0,320,0,12,473,0,336,0,0,103,0,23,0,31,55,0
25001,643434,4,3,0,0,66.08,2,2,66.08,1,3,1,0,1,0,5,1,464,0,0,0,0,13,0,102,0,11,222,0,5,0,0,93,0,3,0,12,3,1
25002,643457,4,3,0,0,87.48,4,0,87.48,1,0,2,7,2,0,5,0,2895,0,0,0,0,1071,0,273,0,24,1080,0,230,3,0,79,0,40,0,38,57,1
25003,643481,4,3,0,0,84.76,4,0,84.76,1,5,2,0,0,0,11,0,3366,0,0,0,0,902,0,446,0,4,1111,0,701,0,0,90,0,14,0,40,58,0
25004,643484,4,3,0,0,78.64,3,1,78.64,0,6,1,9,0,0,5,0,2026,0,0,0,0,897,0,264,0,8,450,0,273,0,0,88,0,3,0,6,37,1
25005,643510,4,3,0,0,70,3,1,70,1,10,0,5,0,0,5,0,1301,0,0,0,0,231,0,334,0,30,406,0,71,1,0,117,0,18,0,56,37,1
25006,643514,4,3,0,0,95.04,4,0,95.04,1,1,0,6,1,0,11,0,3851,0,0,0,0,1070,0,460,0,2,1443,0,529,2,0,164,0,34,0,65,82,1
25007,643531,4,3,0,0,89.84,4,0,89.84,1,12,2,4,0,0,5,0,4261,0,0,0,0,1276,0,882,0,11,994,0,836,0,0,120,0,12,0,11,119,1
25008,643705,4,3,0,0,94.92,4,0,94.92,1,1,0,9,0,0,11,0,4141,0,0,0,0,1267,0,708,0,10,786,0,1076,1,0,122,0,28,0,60,83,1
25009,643770,4,3,0,0,83.92,2,2,83.92,1,6,1,1,0,0,11,0,542,0,0,0,0,17,0,101,0,3,267,0,112,0,0,4,0,4,0,22,12,0
25010,643771,4,3,0,0,89.52,4,0,89.52,1,6,0,6,0,0,5,0,1757,0,0,0,0,258,0,261,0,21,670,0,216,0,0,204,0,10,0,85,32,1
25011,644072,4,3,0,0,78.24,2,2,78.24,0,10,2,5,0,0,0,0,2353,0,0,0,0,600,0,162,0,1,1094,0,247,0,0,178,0,7,0,15,49,0
25012,644113,4,3,0,0,95.2,4,0,95.2,1,1,0,4,0,0,5,0,3692,0,0,0,0,224,0,421,0,10,2596,0,198,0,0,148,0,15,0,19,61,1
25013,644246,4,3,0,0,93.4,4,0,93.4,1,12,0,2,0,0,5,0,2643,0,0,0,0,475,0,480,0,4,867,0,531,7,0,87,0,17,0,99,76,1
25014,644480,4,3,0,0,73,3,1,73,0,3,0,0,0,0,17,0,1737,0,0,0,0,193,0,170,0,11,908,0,231,0,0,184,0,18,0,15,7,1
25015,644514,4,3,0,0,82.64,2,2,82.64,1,4,1,10,0,0,5,0,1520,0,0,0,0,270,0,204,0,5,649,0,169,0,0,154,0,18,0,29,22,1
25016,644742,4,3,0,0,83.6,3,1,83.6,1,8,0,2,0,0,5,0,2148,0,0,0,0,566,0,394,0,6,664,0,322,0,0,117,0,13,0,19,47,1
25017,644794,4,3,0,0,84.68,3,1,84.68,0,2,2,9,0,0,5,1,2038,0,0,0,0,674,0,427,0,2,297,0,314,0,0,249,0,12,0,23,40,1
25019,645126,4,3,0,0,91.52,4,0,91.52,1,1,1,5,0,0,5,0,1911,0,0,0,0,370,0,307,0,6,823,0,212,0,0,159,0,18,0,8,8,1
25020,645170,4,3,0,0,88.44,4,0,88.44,1,8,0,2,1,0,5,0,1493,0,0,0,0,519,0,192,0,6,233,0,309,1,0,156,0,10,0,35,32,1
25021,645319,4,3,0,0,92.92,4,0,92.92,1,6,2,4,2,0,5,0,2417,0,0,0,0,448,0,440,0,1,884,0,426,1,0,78,0,17,0,67,55,1
25022,645451,4,3,0,0,75.56,4,0,75.56,1,3,2,4,0,0,11,0,4702,0,0,0,0,1002,0,565,0,2,1710,0,547,5,0,380,0,165,0,268,58,1
25023,645542,4,3,0,0,87.84,4,0,87.84,1,8,2,3,0,0,5,0,3458,0,3,0,0,951,0,643,0,9,826,0,807,0,0,152,0,9,0,23,35,1
25025,645831,4,3,0,0,90.88,4,0,90.88,1,10,2,1,0,0,5,0,3766,0,1,0,0,1427,0,929,0,22,719,0,355,0,0,159,0,22,0,71,61,1
25027,645889,4,3,0,0,68.12,3,1,68.12,1,6,0,4,0,0,5,0,369,0,0,0,0,77,0,27,0,0,96,0,1,2,0,136,0,6,0,18,6,1
25028,646005,4,3,0,0,84.76,4,0,84.76,1,5,0,3,0,0,5,0,3434,0,0,0,0,1447,0,751,0,13,479,0,403,0,0,184,0,21,0,45,91,1
25029,646040,4,3,0,0,85.56,2,2,85.56,1,8,0,4,0,0,11,0,822,0,0,0,0,57,0,70,0,5,383,0,191,0,0,89,0,7,0,14,6,1
25030,646070,4,3,0,0,94.24,4,0,94.24,1,5,0,2,0,0,5,0,1707,0,0,0,0,208,0,289,0,0,709,0,257,2,0,148,0,48,0,18,28,1
25031,646071,4,3,0,0,56.04,3,0,56.04,1,6,4,7,0,0,5,0,870,0,1,0,0,174,0,182,0,5,328,0,111,0,0,6,0,4,0,33,26,1
25034,646184,4,3,0,0,80.36,4,0,80.36,1,8,0,8,0,0,11,0,2080,0,0,0,0,207,0,260,0,9,1073,0,260,1,0,175,0,20,0,54,21,1
25035,646197,4,3,0,0,92.64,4,0,92.64,1,6,4,8,0,0,5,0,2899,0,0,0,0,163,0,523,0,2,1392,0,494,0,0,151,0,26,0,77,71,1
25036,646361,4,3,0,0,90.64,4,0,90.64,1,5,1,7,0,0,5,0,1716,0,0,0,0,305,0,252,0,3,670,0,241,0,0,140,0,36,0,62,7,1
25037,646363,4,3,0,0,15.04,0,1,15.04,1,0,1,5,0,0,5,0,224,0,0,0,0,3,0,43,0,0,51,0,0,0,0,99,0,0,0,25,3,0
25039,646502,4,3,0,0,46.76,2,1,46.76,1,3,0,2,0,0,5,0,1048,0,0,0,0,199,0,176,0,3,385,0,113,0,0,114,0,7,0,33,18,1
25040,646520,4,3,0,0,85.12,3,1,85.12,1,6,0,5,0,0,5,1,1367,0,2,0,0,176,0,270,0,3,549,0,138,0,0,154,0,15,0,39,21,1
25041,646547,4,3,0,0,33.16,3,0,33.16,1,5,2,0,0,0,11,0,1650,0,0,0,0,666,0,361,0,3,410,0,15,0,0,88,0,22,0,39,46,0
25042,646581,4,3,0,0,35.12,4,0,35.12,1,10,2,2,0,0,0,0,423,0,0,0,0,0,0,77,0,0,338,0,3,0,0,2,0,0,0,0,3,0
25043,646815,4,3,0,0,77.64,3,1,77.64,1,1,2,1,1,0,5,0,914,0,0,0,0,242,0,140,0,0,193,0,224,0,0,83,0,4,0,11,17,0
25044,646841,4,3,0,0,10.88,1,0,10.88,1,5,2,0,0,0,5,0,349,0,0,0,0,14,0,57,0,0,172,0,0,0,0,95,0,0,0,6,5,0
25045,646903,4,3,0,0,72.2,2,2,72.2,1,5,2,0,0,0,5,0,1366,0,0,0,0,257,0,180,0,1,621,0,140,0,0,91,0,20,0,44,12,1
25046,646998,4,3,0,0,90.76,4,0,90.76,1,1,0,8,0,0,5,0,1744,0,0,0,0,412,0,359,0,2,630,0,175,0,0,81,0,16,0,47,22,1
25047,647043,4,3,0,0,67.12,4,0,67.12,1,5,2,0,0,0,5,0,1115,0,0,0,0,57,0,125,0,0,616,0,131,0,0,85,0,86,0,0,15,0
25048,647083,4,3,0,0,39.56,1,1,39.56,1,12,0,9,0,0,27,0,808,0,0,0,0,244,0,112,0,1,287,0,53,0,0,70,0,23,0,8,10,1
25049,647148,4,3,0,0,78.32,0,4,78.32,1,6,0,3,0,0,17,0,554,0,0,0,0,17,0,110,0,0,276,0,19,0,0,105,0,2,0,12,13,1
25050,647179,4,3,0,0,33.52,2,0,33.52,1,3,0,2,1,0,5,0,300,0,0,0,0,15,0,48,0,1,117,0,0,0,0,105,0,2,0,6,6,0
25052,647358,4,3,0,0,40.4,2,0,40.4,1,6,0,5,0,0,0,0,554,0,0,0,0,40,0,70,0,0,303,0,0,0,0,119,0,0,0,1,21,0
25054,647466,4,3,0,0,81.24,4,0,81.24,0,4,1,9,0,0,5,0,1931,0,0,0,0,120,0,288,0,7,919,0,276,0,0,228,0,6,0,45,42,1
25055,647645,4,3,0,0,72.52,3,1,72.52,1,0,0,7,0,0,11,0,1175,0,0,0,0,5,0,147,0,5,783,0,7,0,0,203,0,16,0,3,6,1
25056,647865,4,3,0,0,61,4,0,61,1,0,0,2,0,0,5,0,915,0,0,0,0,8,0,119,0,0,442,0,129,1,0,127,0,7,0,75,7,1
25057,647888,4,3,0,0,86.08,4,0,86.08,1,7,0,7,0,0,5,0,930,0,0,0,0,91,0,138,0,0,468,0,95,0,0,81,0,6,0,46,5,1
25058,647916,4,3,0,0,71.8,4,0,71.8,1,4,0,10,0,0,5,0,1171,0,0,0,0,217,0,262,0,8,303,0,95,0,0,181,0,6,0,25,74,1
25059,647919,4,3,0,0,82.96,4,0,82.96,1,1,2,1,0,0,5,0,1773,0,1,0,0,190,0,375,0,7,713,0,115,0,0,200,0,26,0,108,38,1
25060,647983,4,3,0,0,67.68,4,0,67.68,1,5,2,0,0,0,5,0,1048,0,0,0,0,251,0,167,0,5,464,0,44,0,0,61,0,13,0,13,30,1
25061,647988,4,3,0,0,84.16,3,1,84.16,0,1,0,8,0,0,5,0,1182,0,0,0,0,86,0,188,0,1,466,0,199,0,0,174,0,29,0,11,28,1
25062,648001,4,3,0,0,88.08,4,0,88.08,1,12,2,6,0,0,5,0,2714,0,0,0,0,607,0,511,0,10,879,0,419,0,0,208,0,19,0,26,35,1
25064,648090,4,3,0,0,87.36,4,0,87.36,0,8,0,1,0,0,5,0,2452,0,0,0,0,263,0,343,0,4,1403,0,218,0,0,160,0,20,0,13,28,1
25065,648091,4,3,0,0,76.92,2,2,76.92,1,4,0,2,0,0,5,0,691,0,0,0,0,74,0,111,0,0,253,0,88,0,0,141,0,3,0,9,12,1
25066,648136,4,3,0,0,84.16,4,0,84.16,1,9,2,1,0,0,5,0,1459,0,0,0,0,413,0,381,0,5,223,0,274,0,0,87,0,3,0,39,34,1
25067,648285,4,3,0,0,84.8,4,0,84.8,1,2,0,3,0,0,5,0,840,0,0,0,0,50,0,173,0,0,329,0,46,0,0,132,0,7,0,67,36,1
25068,648354,4,3,0,0,80.44,4,0,80.44,0,5,0,1,1,0,17,0,911,0,0,0,0,0,0,183,0,1,333,0,244,0,0,100,0,2,0,29,19,1
25069,648369,4,3,0,0,91.28,4,0,91.28,1,10,1,3,0,0,5,0,1513,0,0,0,0,148,0,273,0,1,634,0,189,0,0,153,0,17,0,67,31,1
25070,648370,4,3,0,0,86.68,4,0,86.68,1,7,0,6,1,0,5,0,1429,0,0,0,0,97,0,407,0,0,554,0,118,0,0,204,0,14,0,23,12,1
25071,648422,4,3,0,0,75.8,4,0,75.8,1,8,2,7,1,0,5,0,1351,0,0,0,0,102,0,303,0,1,575,0,190,0,0,99,0,18,0,38,25,1
25072,648436,4,3,0,0,84.56,4,0,84.56,1,7,1,8,1,0,5,0,7869,0,0,0,0,3786,0,2039,0,4,1112,0,612,0,0,175,0,13,0,46,82,1
25073,648469,4,3,0,0,94.44,4,0,94.44,1,0,0,7,0,0,0,0,3051,0,0,0,0,1542,0,330,0,26,664,0,314,2,0,69,0,17,0,46,41,1
25074,648518,4,3,0,0,38.08,2,0,38.08,0,6,0,5,0,0,27,0,958,0,0,0,0,176,0,171,0,2,412,0,0,0,0,133,0,11,0,25,28,0
25075,648654,4,3,0,0,43.92,1,2,43.92,1,11,2,4,0,0,5,0,651,0,0,0,0,44,0,106,0,6,359,0,7,0,0,94,0,12,0,8,15,1
25076,648687,4,3,0,0,90.76,2,2,90.76,1,10,0,7,0,0,5,0,2278,0,0,0,0,219,0,463,0,0,963,0,333,0,0,175,0,11,0,14,100,1
25077,648787,4,3,0,0,90.28,4,0,90.28,1,11,2,9,0,0,5,0,3663,0,0,0,0,1140,0,443,0,3,1487,0,353,7,0,137,0,17,0,24,52,1
25078,648843,4,3,0,0,73.68,4,0,73.68,1,4,0,7,0,0,5,0,1452,0,0,0,0,585,0,180,0,9,345,0,203,0,0,68,0,22,0,24,16,1
25080,648902,4,3,0,0,74.48,2,1,74.48,1,9,0,9,0,0,5,1,1129,0,0,0,0,66,0,87,0,3,800,0,142,0,0,2,0,20,0,4,5,1
25081,648942,4,3,0,0,53.4,1,3,53.4,1,7,0,7,0,0,5,0,958,0,0,0,0,10,0,140,0,1,583,0,80,0,0,125,0,5,0,2,12,1
25083,649069,4,3,0,0,90.76,4,0,90.76,1,9,0,4,0,0,5,0,1578,0,0,0,0,197,0,295,0,2,461,0,390,0,0,162,0,8,0,15,48,1
25084,649171,4,3,0,0,93,4,0,93,1,5,0,0,0,0,5,0,1717,0,0,0,0,64,0,294,0,5,894,0,211,0,0,175,0,19,0,28,27,1
25085,649215,4,3,0,0,68.48,2,2,68.48,1,3,2,1,0,0,11,0,1013,0,1,0,0,69,0,183,0,0,451,0,131,0,0,97,0,12,0,18,51,0
25086,649255,4,3,0,0,93.64,4,0,93.64,1,12,1,6,0,0,5,0,4462,0,0,0,0,966,0,428,0,45,1613,0,1120,6,0,147,0,39,0,53,45,1
25087,649339,4,3,0,0,95.2,4,0,95.2,1,11,0,7,1,0,5,0,4497,0,0,0,0,1945,0,581,0,17,1038,0,641,2,0,128,0,34,0,54,57,1
25088,649343,4,3,0,0,68.84,2,2,68.84,1,1,0,4,0,0,11,0,765,0,0,0,0,156,0,73,0,1,262,0,151,1,0,65,0,13,0,35,8,1
25089,649506,4,3,0,0,34.88,2,0,34.88,1,6,0,4,0,0,11,0,840,0,1,0,0,62,0,183,0,4,415,0,1,0,0,100,0,12,0,32,30,0
25090,649637,4,3,0,0,88.44,4,0,88.44,1,6,1,2,0,0,5,0,1325,0,0,0,0,288,0,145,0,1,523,0,248,0,0,84,0,6,0,16,14,1
25091,649667,4,3,0,0,89.92,4,0,89.92,1,5,0,6,0,0,5,0,1771,0,0,0,0,252,0,278,0,5,659,0,325,0,0,89,0,63,0,66,34,1
25092,649713,4,3,0,0,91.8,4,0,91.8,1,6,0,5,0,0,5,0,2679,0,0,0,0,1241,0,377,0,0,251,0,494,0,0,156,0,27,0,92,41,1
25093,649718,4,3,0,0,92.84,4,0,92.84,1,5,2,5,0,0,5,0,1753,0,0,0,0,107,0,276,0,7,921,0,279,0,0,117,0,12,0,8,26,1
25094,649738,4,3,0,0,89.76,4,0,89.76,1,0,1,1,1,0,5,0,1662,0,0,0,0,154,0,240,0,17,741,0,253,1,0,102,0,100,0,19,35,1
25095,649843,4,3,0,0,72.28,4,0,72.28,1,3,0,9,0,0,5,0,715,0,0,0,0,19,0,127,0,3,384,0,35,0,0,117,0,10,0,2,18,1
25098,649935,4,3,0,0,28.68,2,0,28.68,1,11,0,1,0,0,5,0,503,0,0,0,0,27,0,104,0,0,143,0,123,0,0,80,0,16,0,6,4,0
25099,649943,4,3,0,0,76.2,3,1,76.2,1,5,0,4,1,0,0,0,1369,0,0,0,0,49,0,280,0,3,471,0,232,0,0,257,0,4,0,27,46,1
25100,650027,4,3,0,0,86.96,4,0,86.96,1,0,2,8,0,0,5,0,1878,0,0,0,0,134,0,371,0,6,846,0,249,1,0,145,0,19,0,59,48,1
25101,650145,4,3,0,0,80.36,2,2,80.36,1,10,2,1,0,0,5,0,1446,0,0,0,0,388,0,244,0,0,412,0,230,0,0,99,0,11,0,37,25,0
25102,650164,4,3,0,0,90.88,3,1,90.88,1,6,1,8,0,0,0,0,1459,0,0,0,0,41,0,130,0,5,928,0,178,0,0,96,0,51,0,13,17,1
25103,650330,4,3,0,0,87.76,3,1,87.76,1,9,2,3,0,0,5,0,4098,0,0,0,0,1600,0,684,0,11,963,0,511,0,0,222,0,30,0,34,43,1
25104,650341,4,3,0,0,59.88,4,0,59.88,0,3,0,2,0,0,22,0,925,0,0,0,0,85,0,196,0,2,420,0,6,1,0,102,0,12,0,82,19,1
25105,650471,4,3,0,0,90.4,4,0,90.4,1,1,0,9,0,0,5,0,2814,0,0,0,0,826,0,473,0,2,983,0,317,0,0,84,0,32,0,45,52,1
25106,650504,4,3,0,0,85.16,4,0,85.16,1,6,0,6,0,0,1,0,1539,0,0,0,0,242,0,147,0,0,768,0,163,0,0,161,0,22,0,15,21,1
25107,650533,4,3,0,0,75.64,4,0,75.64,1,1,0,2,1,0,0,0,1572,0,0,0,0,90,0,235,0,4,757,0,272,0,0,171,0,11,0,1,31,1
25108,650575,4,3,0,0,91,4,0,91,1,12,0,3,0,0,11,0,1770,0,0,0,0,363,0,362,0,10,626,0,238,0,0,71,0,13,0,20,67,0
